cpu_cycle,ppu_frame,ppu_scanline,ppu_dot,m2_phase,kind,addr,value,dmc_bytes_rem,dmc_sample_addr,dmc_irq_flag,dmc_irq_en,dmc_silence
10333721,348,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
10363502,349,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
10393282,350,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
10423063,351,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
10452843,352,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
10482624,353,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
10512404,354,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
10542185,355,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
10571965,356,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
10601746,357,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
10631526,358,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
10661307,359,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
10691087,360,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
10720868,361,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
10748575,362,242,259,H,W,$4015,$00,0,$FFC0,0,0,1
10750648,362,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
10780429,363,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
10810209,364,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
10839990,365,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
10867626,366,242,46,L,W,$4015,$00,0,$FFC0,0,0,1
10869770,366,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
10899551,367,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
10927173,368,242,4,H,W,$4015,$00,0,$FFC0,0,0,1
10929331,368,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
10959112,369,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
10986774,370,242,124,L,W,$4015,$00,0,$FFC0,0,0,1
10988892,370,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
11018673,371,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
11048453,372,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
11076112,373,242,113,L,W,$4015,$00,0,$FFC0,0,0,1
11078234,373,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
11108014,374,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
11135680,375,242,134,L,W,$4015,$00,0,$FFC0,0,0,1
11137795,375,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
11167575,376,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
11195361,377,243,153,H,W,$4015,$00,0,$FFC0,0,0,1
11197356,377,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
11227136,378,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
11256917,379,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
11286697,380,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
11316478,381,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
11317593,381,8,277,H,W,$4015,$00,0,$FFC0,0,0,1
11346258,382,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
11376039,383,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
11377166,383,8,313,L,W,$4015,$00,0,$FFC0,0,0,1
11405819,384,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
11435600,385,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
11465380,386,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
11467151,386,14,197,H,W,$4015,$00,0,$FFC0,0,0,1
11495161,387,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
11524941,388,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
11526080,388,9,6,L,W,$4015,$00,0,$FFC0,0,0,1
11554722,389,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
11584502,390,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
11585663,390,9,72,H,W,$4015,$00,0,$FFC0,0,0,1
11614283,391,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
11644063,392,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
11645877,392,14,326,H,W,$4015,$00,0,$FFC0,0,0,1
11673844,393,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
11703624,394,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
11733405,395,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
11735246,395,15,68,L,W,$4015,$00,0,$FFC0,0,0,1
11763185,396,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
11792966,397,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
11822746,398,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
11852527,399,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
11853648,399,8,295,L,W,$4015,$00,0,$FFC0,0,0,1
11882307,400,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
11912088,401,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
11913210,401,8,298,L,W,$4015,$00,0,$FFC0,0,0,1
11941868,402,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
11971649,403,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
11973420,403,14,199,L,W,$4015,$00,0,$FFC0,0,0,1
12001429,404,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
12031210,405,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
12060990,406,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
12062130,406,9,9,L,W,$4015,$00,0,$FFC0,0,0,1
12090771,407,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
12120551,408,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
12121717,408,9,87,H,W,$4015,$00,0,$FFC0,0,0,1
12150332,409,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
12180112,410,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
12181925,410,14,323,H,W,$4015,$00,0,$FFC0,0,0,1
12209893,411,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
12239673,412,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
12241526,412,15,102,L,W,$4015,$00,0,$FFC0,0,0,1
12269454,413,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
12299234,414,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
12329015,415,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
12330132,415,8,283,L,W,$4015,$00,0,$FFC0,0,0,1
12358795,416,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
12388576,417,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
12389702,417,8,310,L,W,$4015,$00,0,$FFC0,0,0,1
12418356,418,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
12448137,419,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
12449906,419,14,193,L,W,$4015,$00,0,$FFC0,0,0,1
12477917,420,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
12507698,421,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
12508839,421,9,14,H,W,$4015,$00,0,$FFC0,0,0,1
12537478,422,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
12567259,423,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
12597039,424,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
12598205,424,9,87,H,W,$4015,$00,0,$FFC0,0,0,1
12626820,425,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
12656600,426,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
12658414,426,14,326,L,W,$4015,$00,0,$FFC0,0,0,1
12686381,427,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
12716161,428,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
12718005,428,15,75,H,W,$4015,$00,0,$FFC0,0,0,1
12745942,429,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
12775722,430,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
12805503,431,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
12806620,431,8,283,L,W,$4015,$00,0,$FFC0,0,0,1
12835283,432,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
12865064,433,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
12866187,433,8,301,H,W,$4015,$00,0,$FFC0,0,0,1
12894844,434,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
12924625,435,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
12926398,435,14,205,L,W,$4015,$00,0,$FFC0,0,0,1
12954405,436,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
12984186,437,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
12985326,437,9,11,L,W,$4015,$00,0,$FFC0,0,0,1
13013966,438,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
13043747,439,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
13044909,439,9,77,H,W,$4015,$00,0,$FFC0,0,0,1
13073527,440,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
13103308,441,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
13133088,442,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
13134898,442,14,314,L,W,$4015,$00,0,$FFC0,0,0,1
13162869,443,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
13192649,444,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
13222430,445,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
13224271,445,15,68,H,W,$4015,$00,0,$FFC0,0,0,1
13252210,446,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
13281991,447,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
13311771,448,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
13341552,449,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
13371332,450,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
13372446,450,8,272,L,W,$4015,$00,0,$FFC0,0,0,1
13401113,451,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
13430893,452,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
13432012,452,8,287,L,W,$4015,$00,0,$FFC0,0,0,1
13460674,453,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
13490454,454,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
13492219,454,14,179,H,W,$4015,$00,0,$FFC0,0,0,1
13520235,455,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
13550015,456,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
13551179,456,9,81,H,W,$4015,$00,0,$FFC0,0,0,1
13579796,457,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
13609576,458,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
13609842,458,1,115,L,W,$4015,$00,0,$FFC0,0,0,1
13639357,459,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
13669137,460,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
13669405,460,1,121,H,W,$4015,$00,0,$FFC0,0,0,1
13698918,461,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
13728698,462,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
13758479,463,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
13759180,463,5,58,L,W,$4015,$00,0,$FFC0,0,0,1
13788259,464,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
13818040,465,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
13818316,465,1,147,L,W,$4015,$00,0,$FFC0,0,0,1
13847820,466,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
13877601,467,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
13877901,467,1,219,H,W,$4015,$00,0,$FFC0,0,0,1
13907381,468,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
13937162,469,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
13937914,469,5,211,L,W,$4015,$00,0,$FFC0,0,0,1
13966942,470,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
13996723,471,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
14026503,472,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
14027620,472,8,281,L,W,$4015,$00,0,$FFC0,0,0,1
14056284,473,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
14086064,474,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
14087187,474,8,299,H,W,$4015,$00,0,$FFC0,0,0,1
14115845,475,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
14145625,476,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
14147399,476,14,206,H,W,$4015,$00,0,$FFC0,0,0,1
14175406,477,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
14205186,478,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
14206322,478,8,338,L,W,$4015,$00,0,$FFC0,0,0,1
14234967,479,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
14264747,480,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
14294528,481,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
14295692,481,9,83,L,W,$4015,$00,0,$FFC0,0,0,1
14324308,482,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
14354089,483,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
14355898,483,14,313,L,W,$4015,$00,0,$FFC0,0,0,1
14383869,484,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
14413650,485,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
14415495,485,15,80,H,W,$4015,$00,0,$FFC0,0,0,1
14443430,486,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
14473211,487,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
14502991,488,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
14532772,489,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
14533903,489,8,325,H,W,$4015,$00,0,$FFC0,0,0,1
14562552,490,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
14592333,491,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
14593470,491,9,2,L,W,$4015,$00,0,$FFC0,0,0,1
14622113,492,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
14651894,493,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
14653678,493,14,238,L,W,$4015,$00,0,$FFC0,0,0,1
14681674,494,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
14711455,495,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
14712604,495,9,38,L,W,$4015,$00,0,$FFC0,0,0,1
14741235,496,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
14771016,497,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
14772189,497,9,110,H,W,$4015,$00,0,$FFC0,0,0,1
14800796,498,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
14830577,499,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
14832395,499,14,340,H,W,$4015,$00,0,$FFC0,0,0,1
14860357,500,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
14890138,501,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
14891992,501,15,107,L,W,$4015,$00,0,$FFC0,0,0,1
14919918,502,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
14949699,503,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
14979479,504,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
15009260,505,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
15012147,505,24,137,H,W,$4010,$4F,0,$FFC0,0,0,1
15012153,505,24,155,H,W,$4011,$00,0,$FFC0,0,0,1
15012159,505,24,173,H,W,$4012,$FF,0,$FFC0,0,0,1
15012165,505,24,191,H,W,$4013,$00,0,$FFC0,0,0,1
15012171,505,24,209,H,W,$4015,$10,0,$FFC0,0,0,1
15012516,505,27,221,L,W,$4010,$0F,1,$FFC0,0,0,0
15013119,505,32,325,H,dmc_get,$0000,$00,0,$FFC0,0,0,0
15013119,505,32,325,H,W,$4015,$00,0,$FFC0,0,0,0
15039040,506,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
15068821,507,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
15072897,507,34,294,H,W,$4010,$4F,0,$FFC0,0,0,1
15072903,507,34,312,H,W,$4011,$00,0,$FFC0,0,0,1
15072909,507,34,330,H,W,$4012,$FF,0,$FFC0,0,0,1
15072915,507,35,7,H,W,$4013,$00,0,$FFC0,0,0,1
15072921,507,35,25,H,W,$4015,$10,0,$FFC0,0,0,1
15074724,507,50,319,L,W,$4010,$0F,1,$FFC0,0,0,0
15075325,507,56,76,H,dmc_get,$0000,$00,0,$FFC0,0,0,0
15075325,507,56,76,H,W,$4015,$00,0,$FFC0,0,0,0
15098601,508,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
15128382,509,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
15132700,509,36,338,L,W,$4010,$4F,0,$FFC0,0,0,1
15132706,509,37,15,L,W,$4011,$00,0,$FFC0,0,0,1
15132712,509,37,33,L,W,$4012,$FF,0,$FFC0,0,0,1
15132718,509,37,51,L,W,$4013,$00,0,$FFC0,0,0,1
15132724,509,37,69,L,W,$4015,$10,0,$FFC0,0,0,1
15134772,509,55,75,L,W,$4010,$0F,1,$FFC0,0,0,0
15135407,509,60,275,H,dmc_get,$0000,$00,0,$FFC0,0,0,0
15135407,509,60,275,H,W,$4015,$00,0,$FFC0,0,0,0
15158162,510,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
15187943,511,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
15190670,511,22,339,L,W,$4010,$4F,0,$FFC0,0,0,1
15190676,511,23,16,L,W,$4011,$00,0,$FFC0,0,0,1
15190682,511,23,34,L,W,$4012,$FF,0,$FFC0,0,0,1
15190688,511,23,52,L,W,$4013,$00,0,$FFC0,0,0,1
15190694,511,23,70,L,W,$4015,$10,0,$FFC0,0,0,1
15191796,511,32,307,L,W,$4010,$0F,1,$FFC0,0,0,0
15192397,511,38,64,H,dmc_get,$0000,$00,0,$FFC0,0,0,0
15192397,511,38,64,H,W,$4015,$00,0,$FFC0,0,0,0
15217723,512,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
15247504,513,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
15250234,513,23,7,L,W,$4010,$4F,0,$FFC0,0,0,1
15250240,513,23,25,L,W,$4011,$00,0,$FFC0,0,0,1
15250246,513,23,43,L,W,$4012,$FF,0,$FFC0,0,0,1
15250252,513,23,61,L,W,$4013,$00,0,$FFC0,0,0,1
15250258,513,23,79,L,W,$4015,$10,0,$FFC0,0,0,1
15253140,513,48,200,L,W,$4010,$0F,1,$FFC0,0,0,0
15253741,513,53,298,H,dmc_get,$0000,$00,0,$FFC0,0,0,0
15253741,513,53,298,H,W,$4015,$00,0,$FFC0,0,0,0
15277284,514,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
15307065,515,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
15336845,516,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
15366626,517,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
15368633,517,16,225,H,W,$4015,$00,0,$FFC0,0,0,1
15396406,518,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
15426187,519,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
15455967,520,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
15456630,520,4,283,L,W,$4015,$00,0,$FFC0,0,0,1
15485748,521,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
15515528,522,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
15545309,523,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
15545969,523,4,276,H,W,$4015,$00,0,$FFC0,0,0,1
15575089,524,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
15604870,525,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
15605530,525,4,276,L,W,$4015,$00,0,$FFC0,0,0,1
15634650,526,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
15664431,527,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
15665091,527,4,276,H,W,$4015,$00,0,$FFC0,0,0,1
15694211,528,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
15723966,529,260,263,L,W,$4015,$00,0,$FFC0,0,0,1
15723992,529,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
15753772,530,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
15783526,531,260,260,L,W,$4015,$00,0,$FFC0,0,0,1
15783553,531,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
15813333,532,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
15843114,533,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
15845163,533,17,10,H,W,$4015,$00,0,$FFC0,0,0,1
15872894,534,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
15902675,535,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
15904027,535,10,306,H,W,$4015,$00,0,$FFC0,0,0,1
15932455,536,-1,0,H,frame,$0000,$00,0,$FFC0,0,0,1
15962236,537,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
15992016,538,-1,0,L,frame,$0000,$00,0,$FFC0,0,0,1
16019590,539,241,199,L,W,$4010,$00,0,$FFC0,0,0,1
16019645,539,242,23,H,W,$4010,$4F,0,$FFC0,0,0,1
16019651,539,242,41,H,W,$4011,$00,0,$FFC0,0,0,1
16019657,539,242,59,H,W,$4012,$FF,0,$FFC0,0,0,1
16019663,539,242,77,H,W,$4013,$00,0,$FFC0,0,0,1
16019669,539,242,95,H,W,$4015,$10,0,$FFC0,0,0,1
16020746,539,251,257,L,W,$4010,$0F,1,$FFC0,0,0,0
16021123,539,255,24,H,W,$4010,$8F,1,$FFC0,0,0,0
16021245,539,256,49,H,dmc_get,$0000,$00,0,$FFC0,0,1,0
16021245,539,256,49,H,dmc_en_set,$4010,$00,0,$FFC0,0,1,0
16021245,539,256,49,H,W,$4010,$00,0,$FFC0,0,1,0
16021249,539,256,61,H,dmc_en_clr,$4010,$00,0,$FFC0,0,0,0
16021249,539,256,61,H,W,$4015,$00,0,$FFC0,0,0,0
16021253,539,256,73,H,R,$4015,$00,0,$FFC0,0,0,0
16021364,539,257,65,L,W,$4010,$4F,0,$FFC0,0,0,0
16021370,539,257,83,L,W,$4011,$00,0,$FFC0,0,0,0
16021376,539,257,101,L,W,$4012,$FF,0,$FFC0,0,0,0
16021382,539,257,119,L,W,$4013,$00,0,$FFC0,0,0,0
16021388,539,257,137,L,W,$4015,$10,0,$FFC0,0,0,0
16021797,539,-1,0,H,frame,$0000,$00,1,$FFC0,0,0,0
16024144,539,19,222,L,W,$4010,$0F,1,$FFC0,0,0,0
16024521,539,22,330,H,W,$4010,$8F,1,$FFC0,0,0,0
16024642,539,24,11,L,dmc_get,$0000,$00,0,$FFC0,0,1,0
16024642,539,24,11,L,dmc_en_set,$4010,$00,0,$FFC0,0,1,0
16024642,539,24,11,L,W,$4010,$00,0,$FFC0,0,1,0
16024646,539,24,23,L,dmc_en_clr,$4010,$00,0,$FFC0,0,0,0
16024646,539,24,23,L,W,$4015,$00,0,$FFC0,0,0,0
16024650,539,24,35,L,R,$4015,$00,0,$FFC0,0,0,0
16024761,539,25,27,H,W,$4010,$4F,0,$FFC0,0,0,0
16024767,539,25,45,H,W,$4011,$00,0,$FFC0,0,0,0
16024773,539,25,63,H,W,$4012,$FF,0,$FFC0,0,0,0
16024779,539,25,81,H,W,$4013,$00,0,$FFC0,0,0,0
16024785,539,25,99,H,W,$4015,$10,0,$FFC0,0,0,0
16027110,539,45,254,L,W,$4010,$0F,1,$FFC0,0,0,0
16027487,539,49,21,H,W,$4010,$8F,1,$FFC0,0,0,0
16027608,539,50,43,L,dmc_get,$0000,$00,0,$FFC0,0,1,0
16027608,539,50,43,L,dmc_en_set,$4010,$00,0,$FFC0,0,1,0
16027608,539,50,43,L,W,$4010,$00,0,$FFC0,0,1,0
16027612,539,50,55,L,dmc_en_clr,$4010,$00,0,$FFC0,0,0,0
16027612,539,50,55,L,W,$4015,$00,0,$FFC0,0,0,0
16027616,539,50,67,L,R,$4015,$00,0,$FFC0,0,0,0
16027758,539,51,152,L,W,$4010,$4F,0,$FFC0,0,0,0
16027764,539,51,170,L,W,$4011,$00,0,$FFC0,0,0,0
16027770,539,51,188,L,W,$4012,$FF,0,$FFC0,0,0,0
16027776,539,51,206,L,W,$4013,$00,0,$FFC0,0,0,0
16027782,539,51,224,L,W,$4015,$10,0,$FFC0,0,0,0
16028348,539,56,217,L,W,$4010,$0F,1,$FFC0,0,0,0
16028725,539,59,325,H,W,$4010,$8F,1,$FFC0,0,0,0
16028875,539,61,93,H,dmc_get,$0000,$00,0,$FFC0,0,1,0
16028875,539,61,93,H,dmc_en_set,$4010,$00,0,$FFC0,0,1,0
16028875,539,61,93,H,W,$4010,$00,0,$FFC0,0,1,0
16028879,539,61,105,H,dmc_en_clr,$4010,$00,0,$FFC0,0,0,0
16028879,539,61,105,H,W,$4015,$00,0,$FFC0,0,0,0
16029002,539,62,133,L,W,$4010,$4F,0,$FFC0,0,0,0
16029008,539,62,151,L,W,$4011,$00,0,$FFC0,0,0,0
16029014,539,62,169,L,W,$4012,$FF,0,$FFC0,0,0,0
16029020,539,62,187,L,W,$4013,$00,0,$FFC0,0,0,0
16029026,539,62,205,L,W,$4015,$10,0,$FFC0,0,0,0
16032178,539,90,113,L,W,$4010,$0F,1,$FFC0,0,0,0
16032555,539,93,221,H,W,$4010,$8F,1,$FFC0,0,0,0
16032729,539,95,61,H,dmc_get,$0000,$00,0,$FFC0,0,1,0
16032729,539,95,61,H,dmc_en_set,$4010,$00,0,$FFC0,0,1,0
16032729,539,95,61,H,W,$4010,$4F,0,$FFC0,0,1,0
16032735,539,95,79,H,dmc_en_clr,$4010,$00,0,$FFC0,0,0,0
16032735,539,95,79,H,W,$4011,$00,0,$FFC0,0,0,0
16032741,539,95,97,H,W,$4012,$FF,0,$FFC0,0,0,0
16032747,539,95,115,H,W,$4013,$00,0,$FFC0,0,0,0
16032753,539,95,133,H,W,$4015,$10,0,$FFC0,0,0,0
16034770,539,113,46,L,W,$4010,$0F,1,$FFC0,0,0,0
16035147,539,116,154,H,W,$4010,$8F,1,$FFC0,0,0,0
16035274,539,117,194,L,dmc_get,$0000,$00,0,$FFC0,0,1,0
16035274,539,117,194,L,dmc_en_set,$4010,$00,0,$FFC0,0,1,0
16035274,539,117,194,L,W,$4010,$00,0,$FFC0,0,1,0
16035278,539,117,206,L,dmc_en_clr,$4010,$00,0,$FFC0,0,0,0
16035278,539,117,206,L,W,$4015,$00,0,$FFC0,0,0,0
16035282,539,117,218,L,R,$4015,$00,0,$FFC0,0,0,0
16035393,539,118,210,H,W,$4010,$4F,0,$FFC0,0,0,0
16035399,539,118,228,H,W,$4011,$00,0,$FFC0,0,0,0
16035405,539,118,246,H,W,$4012,$FF,0,$FFC0,0,0,0
16035411,539,118,264,H,W,$4013,$00,0,$FFC0,0,0,0
16035417,539,118,282,H,W,$4015,$10,0,$FFC0,0,0,0
16037304,539,135,146,L,W,$4010,$0F,1,$FFC0,0,0,0
